"(-1.072, 29.39]",474
"(29.39, 58.68]",632
"(58.68, 87.97]",541
"(87.97, 117.26]",640
"(117.26, 146.55]",249
"(146.55, 175.84]",161
"(175.84, 205.13]",123
"(205.13, 234.42]",93
"(234.42, 263.71]",61
"(263.71, 293.0]",30
"(293.0, 322.29]",24
"(322.29, 351.58]",25
"(351.58, 380.87]",15
"(380.87, 410.16]",17
